entpName,itemName,itemSeq,efcyQesitm,useMethodQesitm,depositMethodQesitm,itemImage
신신제약(주),실키겔5%(가수과산화벤조일),201404805,이 약은 보통 여드름에 사용합니다.,"환부(질환 부위)를 깨끗이 씻어내고 1일 1-2회 가볍게 두드리면서바릅니다. 치료를 시작할 때는 취침 전 1일 1회 바르고 적응이 잘 되면 1일 2회(아침, 저녁)로 증가시킵니다.치료반응과 약에 대한 환자의 내성에 따라 용량을 조절합니다.",실온에 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)유한양행,유한이부프로펜연질캡슐400mg,201404776,"이 약은 감기로 인한 발열 및 동통(통증), 요(허리)통, 생리통, 류마티양 관절염, 연소성(어리거나 젊은 나이에 나타나는) 류마티양 관절염, 골(뼈)관절염(퇴행성 관절질환), 수술후 동통(통증)과 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2 캡슐~1.5캡슐(200~600 mg), 1일 3~4회 복용하며 1일 최고 8캡슐(3,200 mg)까지 복용할 수 있습니다.연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2캡슐~1캡슐(200~400 mg), 1일 3~4회 복용합니다.편두통에 성인은 1회 1/2~1캡슐(200~400 mg)을 복용하고 24시간 동안 1캡슐(400 mg)을 초과하지 않도록 합니다.권장용량을 초과하여 복용하지 마십시오.연령, 증상에 따라 적절히 증감하십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400194
동국제약(주),타바겐겔,201404806,"이 약은 정맥류상 부종, 표재성 정맥염, 사고시 외상, 운동시 부상(타박상), 건초염의 진통·소염에 사용합니다.",상처나 감염된 부위에 1일 수회 엷게 바른후 피부를 가볍게 문질러 줍니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일양약품(주),앤디락생캡슐(바실루스리케니포르미스균),201404844,"이 약은 급ㆍ만성장염, 급ㆍ만성설사, 급성이질, 각종원인에 기인한 장내 이상발효에 사용합니다.","성인은1회 2캡슐씩,1일 3회 복용합니다. 첫 회에는 4캡슐을 복용하십시오.어린이는1회 1캡슐씩,1일 3회 복용합니다.유아의 경우 캡슐내용물을 소량의 물이나 우유에 타서 복용할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300099
(주)이든파마,라디틴정(라니티딘염산염),201404884,"이 약은 위산과다, 속쓰림, 신트림에 사용합니다.","16세 이상은 1회 1정(75 mg), 1일 2정(150 mg)까지 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300171
코스맥스파마(주),맥쎈연질캡슐(나프록센),201404850,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151982834805500098
국제약품(주),국제아스피린장용정100mg,201404877,"이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정씩, 1일 1회 복용합니다.이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.",습기를 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798300005
한국코러스(주),덴퍼스골드캡슐,201404885,"이 약은 치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용합니다.","성인은 1회 1캡슐, 1일 3회 식후에 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300174
(주)화이트생명과학,로피딘캡슐(로페라미드염산염)(수출용),201404888,이 약은 급성설사와 만성설사에 사용합니다.,"급성설사에 성인은 처음 복용량으로 2캡슐(4 mg)을 복용하고, 유지량으로는 묽은 변이 있을 때마다 1캡슐(2 mg)씩 복용합니다. 1일 상용량은 3~4캡슐(6~8 mg)이며 1일 최대복용량은 8캡슐(16 mg)입니다.소아는 처음 복용량으로 1캡슐(2 mg)을 복용하고, 유지량으로는 묽은 변이 있을 때마다 1캡슐(2 mg)씩 복용합니다. 1일 최대복용량은 3캡슐(6 mg)입니다.만성설사에 성인은 처음 복용량으로 2캡슐(4 mg)을 복용하고, 설사가 치료될 때까지 묽은 변이 있을 때마다 1캡술(2 mg)을 복용합니다. 그 이후에는 환자 개별적으로 필요에 맞도록 용량을 감소시킵니다. 1일 최적투여량이 결정되면 이를 1일 1회 또는 1일 2회로 나누어 복용합니다. 보통 유지용량은 1일 1~3캡슐(2~6 mg)이며, 1일 최대용량은 8캡슐(16 mg)입니다.연령, 증상에 따라 적절히 증감할 수 있습니다.",실온에서 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300177
(주)제뉴파마,라미디핀크림(나프티핀염산염),201404892,"이 약은 백선(족부백선, 수부백선, 고부백선(완선), 체부백선), 피부칸디다증, 어루러기, 조갑(손톱, 발톱) 진균증에 사용합니다.","피부진균증에 사용하는 경우 1일 1회(가능하면 취침시) 환부를 깨끗이 닦고 완전히 건조시킨 후 환부 및 그 주위의 피부에 얇게 바르고 부드럽게 문지르십시오.조갑(손톱, 발톱) 진균증에 사용하는 경우 손톱, 발톱을 짧게 깎고, 1일 1회(가능하면 취침시) 또는 필요에 따라 1일 2회(아침, 저녁) 얇게 바릅니다. 재발 방지를 위해 모든 증상이 소실된 후에도 약 2주간 더 사용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일양바이오팜(주),일양바이오라니티딘정75밀리그램(라니티딘염산염),201404893,"이 약은 위산과다, 속쓰림, 신트림에 사용합니다.","16세 이상은 1회 1정(75 mg), 1일 2정(150 mg)까지 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOyc
(주)텔콘알에프제약,덴타가드플러스캡슐,201404973,"이 약은 치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용합니다.","성인은 1회 1캡슐, 1일 3회 식후에 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154598997427900165
(주)제뉴파마,아사프장용정100mg(아스피린),201405003,"이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정, 1일 1회 복용합니다.이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.",습기를 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oby-SZk6Tw
광동제약(주),스피드퀸정,201404989,이 약은 생리통(주로 묽은 변을 동반한 아랫배의 통증이 있는 경우)에 주로 사용합니다.,"15세 이상은 1회 1정씩, 1일 최대 3정까지 4시간 이상 간격을 두고가능한 한 공복을 피해 물 또는 따뜻한 물로복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000051
(주)휴비스트제약,브록솔정(암브록솔염산염),201405014,"이 약은 점액분비장애로 인한 급·만성기관지염, 천식성기관지염에 사용합니다.",성인은 1회 1정(30 mg)씩 1일 3회 식사와 관계없이 복용합니다.계속 치료시 1회 1정(30 mg)씩 1일 2회 복용합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769079471500149
명인제약(주),메이킨큐장용정,201405042,"이 약은 변비와 변비에 수반하는 식욕부진(식욕감퇴), 복부(배부분)팽만, 장내이상발효, 치질의 완화에 사용합니다.","만 15세 이상은 1회 1~3정, 만 11세 이상 ~ 만 15세 미만은 1회 1~2정, 만 8세 이상 ~ 만 11세 미만은 1회 1정을 1일 1회 취침 시에 복용합니다.다만, 초회는 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426953978800194
(주)오스코리아제약,오스테인캡슐200밀리그램(아세틸시스테인),201405100,"이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회1/2캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426959368900113
(주)제뉴파마,티노큐정75mg(라니티딘염산염),201405107,"이 약은 위산과다, 속쓰림, 신트림에 사용합니다.","16세 이상은 1회 1정(75 mg), 1일 2정(150 mg)까지 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148387985149700077
동화약품(주),마그맥스연질캡슐,201405110,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B6의 보급과 말초혈행장애, 갱년기시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화, 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 각기, 눈의 피로와 마그네슘결핍으로 인한 근육경련에 사용합니다.","만 12세 이상 청소년 및 성인 1회 1캡슐씩, 1일 2회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnrcaZ0p8l
(주)휴온스,가스탁액(시메티콘),201405117,"이 약은 위내시경 검사 시 장내기포제거, 복부 X선 촬영 시 장내가스제거, 위장관내 가스로 인한 복부 증상(복부팽만감, 공기연하증(공기삼킴증) 등)의 개선에 사용합니다.","성인은 위내시경 검사 시 장내기포제거에는 검사 15~40분전에 40~80mg을 약 10mL의 물과 함께 복용, 복부 X-선 검사 시 장내가스제거에는 검사 3~4일전부터 1회 40~80mg 1일 3회 식후 또는 식간에 복용, 위장관내 가스로인한 복부증상의 개선에는 1회 40~80mg 1일 3회 식후 또는 취침 시에 복용합니다.연령, 증상에 따라 적절히 증감합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)경보제약,올나펜연질캡슐(나프록센),201405135,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oq3KTTVDl9
